#Motor
#A(5) = 0.500000;
#Pu(5) = 0.388846;
20;0
40;0
60;0
80;0
100;0
120;1
140;1
160;1
180;1
200;2
220;2
240;2
260;3
280;3
300;4
320;4
340;4
360;5
380;5
400;5
420;6
440;6
460;7
480;7
500;7
520;8
540;8
560;9
580;9
600;9
620;10
640;10
660;11
680;11
700;12
720;12
740;13
760;13
780;14
800;15
820;15
840;16
860;16
880;17
900;18
920;18
940;19
960;20
980;20
1000;21
1020;21
1040;22
1060;23
1080;23
1100;24
1120;25
1140;25
1160;26
1180;27
1200;27
1220;28
1240;29
1260;29
1280;30
1300;31
1320;32
1340;32
1360;33
1380;34
1400;35
1420;35
1440;36
1460;37
1480;38
1500;38
1520;39
1540;40
1560;40
1580;41
1600;42
1620;43
1640;44
1660;44
1680;45
1700;46
1720;47
1740;47
1760;48
1780;49
1800;50
1820;51
1840;51
1860;52
1880;53
1900;54
1920;55
1940;55
1960;56
1980;57
2000;58
2020;59
2040;60
2060;60
2080;61
2100;62
2120;63
2140;64
2160;65
2180;66
2200;66
2220;67
2240;68
2260;69
2280;70
2300;71
2320;72
2340;72
2360;73
2380;74
2400;75
2420;76
2440;77
2460;78
2480;79
2500;80
2520;81
2540;82
2560;83
2580;84
2600;85
2620;86
2640;87
2660;88
2680;89
2700;90
2720;91
2740;92
2760;93
2780;94
2800;95
2820;96
2840;97
2860;98
2880;99
2900;100
2920;101
2940;102
2960;103
2980;105
3000;106
3020;107
3040;108
3060;109
3080;110
3100;111
3120;113
3140;114
3160;115
3180;116
3200;117
3220;118
3240;119
3260;121
3280;122
3300;123
3320;124
3340;125
3360;127
3380;128
3400;129
3420;130
3440;132
3460;133
3480;134
3500;135
3520;137
3540;138
3560;139
3580;140
3600;142
3620;143
3640;144
3660;146
3680;147
3700;148
3720;150
3740;151
3760;152
3780;154
3800;155
3820;156
3840;158
3860;159
3880;161
3900;162
3920;163
3940;165
3960;166
3980;168
4000;169
4020;171
4040;172
4060;174
4080;175
4100;177
4120;178
4140;180
4160;181
4180;183
4200;184
4220;186
4240;187
4260;189
4280;190
4300;192
4320;194
4340;195
4360;197
4380;198
4400;200
4420;202
4440;203
4460;205
4480;206
4500;208
4520;210
4540;211
4560;213
4580;215
4600;217
4620;218
4640;220
4660;222
4680;224
4700;226
4720;227
4740;229
4760;231
4780;233
4800;235
4820;237
4840;239
4860;241
4880;242
4900;244
4920;246
4940;248
4960;250
4980;252
5000;254
5020;256
5040;258
5060;260
5080;262
5100;264
5120;266
5140;268
5160;270
5180;272
5200;274
5220;276
5240;278
5260;280
5280;282
5300;285
5320;287
5340;289
5360;291
5380;293
5400;295
5420;297
5440;299
5460;301
5480;303
5500;306
5520;308
5540;310
5560;312
5580;314
5600;316
5620;318
5640;320
5660;323
5680;325
5700;327
5720;329
5740;331
5760;334
5780;336
5800;338
5820;340
5840;342
5860;344
5880;347
5900;349
5920;351
5940;353
5960;355
5980;357
6000;359
6020;362
6040;364
6060;366
6080;368
6100;370
6120;372
6140;374
6160;376
6180;379
6200;381
6220;383
6240;385
6260;387
6280;389
6300;391
6320;393
6340;395
6360;397
6380;399
6400;401
6420;403
6440;405
6460;407
6480;410
6500;412
6520;414
6540;416
6560;418
6580;420
6600;422
6620;424
6640;426
6660;429
6680;431
6700;433
6720;435
6740;437
6760;440
6780;442
6800;444
6820;446
6840;448
6860;451
6880;453
6900;455
6920;457
6940;460
6960;462
6980;464
7000;466
7020;469
7040;471
7060;473
7080;476
7100;478
7120;481
7140;483
7160;485
7180;488
7200;490
7220;493
7240;495
7260;498
7280;500
7300;503
7320;505
7340;507
7360;510
7380;512
7400;515
7420;517
7440;520
7460;522
7480;525
7500;527
7520;530
7540;532
7560;535
7580;537
7600;540
7620;542
7640;545
7660;547
7680;550
7700;552
7720;555
7740;557
7760;560
7780;562
7800;565
7820;567
7840;570
7860;572
7880;575
7900;577
7920;580
7940;582
7960;585
7980;587
8000;590
8020;592
8040;594
8060;597
8080;599
8100;602
8120;604
8140;607
8160;609
8180;612
8200;614
8220;617
8240;619
8260;622
8280;624
8300;627
8320;629
8340;632
8360;635
8380;637
8400;640
8420;642
8440;645
8460;648
8480;650
8500;653
8520;655
8540;658
8560;661
8580;663
8600;666
8620;669
8640;671
8660;674
8680;677
8700;679
8720;682
8740;685
8760;687
8780;690
8800;693
8820;695
8840;698
8860;701
8880;704
8900;706
8920;709
8940;712
8960;714
8980;717
9000;720
9020;723
9040;725
9060;728
9080;731
9100;733
9120;736
9140;739
9160;742
9180;744
9200;747
9220;750
9240;753
9260;755
9280;758
9300;761
9320;763
9340;766
9360;769
9380;771
9400;774
9420;777
9440;779
9460;782
9480;784
9500;786
9520;789
9540;791
9560;792
9580;794
9600;796
9620;797
9640;798
9660;799
9680;800
9700;801
9720;802
9740;802
9760;803
9780;804
9800;805
9820;805
9840;806
9860;807
9880;808
9900;809
9920;809
9940;810
9960;811
9980;812
10000;813
10020;814
10040;815
10060;816
10080;817
10100;818
10120;819
10140;820
10160;821
10180;821
10200;822
10220;823
10240;823
10260;824
10280;824
10300;824
10320;823
10340;823
10360;823
10380;823
10400;823
10420;822
10440;822
10460;821
10480;821
10500;820
10520;820
10540;819
10560;819
10580;819
10600;819
10620;818
10640;818
10660;818
10680;818
10700;819
10720;819
10740;819
10760;820
10780;820
10800;820
10820;821
10840;821
10860;821
10880;821
10900;821
10920;821
10940;821
10960;821
10980;820
11000;820
11020;820
11040;820
11060;819
11080;819
11100;819
11120;819
11140;819
11160;819
11180;820
11200;820
11220;820
11240;820
11260;821
11280;821
11300;821
11320;821
11340;821
11360;821
11380;820
11400;820
11420;820
11440;820
11460;820
11480;820
11500;820
11520;820
11540;820
11560;820
11580;820
11600;820
11620;820
11640;821
11660;821
11680;821
11700;821
11720;821
11740;820
11760;820
11780;820
11800;820
11820;820
11840;820
11860;820
11880;820
11900;820
11920;820
11940;820
11960;820
11980;820
12000;820
12020;820
12040;820
12060;820
12080;820
12100;820
12120;821
12140;821
12160;821
12180;821
12200;820
12220;820
12240;820
12260;820
12280;820
12300;820
12320;820
12340;820
12360;820
12380;820
12400;820
12420;820
12440;820
12460;820
12480;820
12500;820
12520;820
12540;820
12560;820
